filename,split,eye_state,subject_id,gender,glasses,reflections,lighting,sensor,source_relpath
s0025_00055_0_0_0_0_0_01.png,train,0,s0025,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0025/s0025_00055_0_0_0_0_0_01.png
s0029_00003_0_0_0_0_1_01.png,train,0,s0029,0,0,0,1,01,data/raw/mrlEyes_2018_01/s0029/s0029_00003_0_0_0_0_1_01.png
s0023_00251_0_0_1_0_1_01.png,train,1,s0023,0,0,0,1,01,data/raw/mrlEyes_2018_01/s0023/s0023_00251_0_0_1_0_1_01.png
s0002_01036_0_0_1_0_0_01.png,train,1,s0002,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0002/s0002_01036_0_0_1_0_0_01.png
s0022_00099_0_1_0_2_1_01.png,train,0,s0022,0,1,2,1,01,data/raw/mrlEyes_2018_01/s0022/s0022_00099_0_1_0_2_1_01.png
s0022_00090_0_1_0_2_1_01.png,train,0,s0022,0,1,2,1,01,data/raw/mrlEyes_2018_01/s0022/s0022_00090_0_1_0_2_1_01.png
s0024_00188_0_1_0_0_0_01.png,train,0,s0024,0,1,0,0,01,data/raw/mrlEyes_2018_01/s0024/s0024_00188_0_1_0_0_0_01.png
s0016_01619_1_0_0_0_1_01.png,test,0,s0016,1,0,0,1,01,data/raw/mrlEyes_2018_01/s0016/s0016_01619_1_0_0_0_1_01.png
s0037_09611_1_1_1_0_0_01.png,train,1,s0037,1,1,0,0,01,data/raw/mrlEyes_2018_01/s0037/s0037_09611_1_1_1_0_0_01.png
s0031_00264_1_0_1_1_1_02.png,train,1,s0031,1,0,1,1,02,data/raw/mrlEyes_2018_01/s0031/s0031_00264_1_0_1_1_1_02.png
s0031_00048_1_0_0_0_1_02.png,train,0,s0031,1,0,0,1,02,data/raw/mrlEyes_2018_01/s0031/s0031_00048_1_0_0_0_1_02.png
s0004_00203_0_0_0_0_1_01.png,val,0,s0004,0,0,0,1,01,data/raw/mrlEyes_2018_01/s0004/s0004_00203_0_0_0_0_1_01.png
s0015_00855_0_0_1_0_1_01.png,test,1,s0015,0,0,0,1,01,data/raw/mrlEyes_2018_01/s0015/s0015_00855_0_0_1_0_1_01.png
s0027_00468_0_1_1_2_1_01.png,val,1,s0027,0,1,2,1,01,data/raw/mrlEyes_2018_01/s0027/s0027_00468_0_1_1_2_1_01.png
s0021_00111_0_1_0_0_0_01.png,train,0,s0021,0,1,0,0,01,data/raw/mrlEyes_2018_01/s0021/s0021_00111_0_1_0_0_0_01.png
s0001_02105_0_0_1_0_0_01.png,val,1,s0001,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0001/s0001_02105_0_0_1_0_0_01.png
s0027_00350_0_0_1_0_0_01.png,val,1,s0027,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0027/s0027_00350_0_0_1_0_0_01.png
s0025_00134_0_0_0_0_0_01.png,train,0,s0025,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0025/s0025_00134_0_0_0_0_0_01.png
s0034_00034_0_0_0_0_0_02.png,train,0,s0034,0,0,0,0,02,data/raw/mrlEyes_2018_01/s0034/s0034_00034_0_0_0_0_0_02.png
s0026_00123_0_0_0_0_0_01.png,val,0,s0026,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0026/s0026_00123_0_0_0_0_0_01.png
s0027_00308_0_0_1_0_0_01.png,val,1,s0027,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0027/s0027_00308_0_0_1_0_0_01.png
s0014_08635_0_0_1_0_0_01.png,train,1,s0014,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0014/s0014_08635_0_0_1_0_0_01.png
s0031_01429_1_0_1_2_1_02.png,train,1,s0031,1,0,2,1,02,data/raw/mrlEyes_2018_01/s0031/s0031_01429_1_0_1_2_1_02.png
s0025_00300_0_0_1_0_0_01.png,train,1,s0025,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0025/s0025_00300_0_0_1_0_0_01.png
s0023_00415_0_0_1_0_1_01.png,train,1,s0023,0,0,0,1,01,data/raw/mrlEyes_2018_01/s0023/s0023_00415_0_0_1_0_1_01.png
s0002_00647_0_0_0_0_0_01.png,train,0,s0002,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0002/s0002_00647_0_0_0_0_0_01.png
s0021_00604_0_1_1_2_0_01.png,train,1,s0021,0,1,2,0,01,data/raw/mrlEyes_2018_01/s0021/s0021_00604_0_1_1_2_0_01.png
s0002_01053_0_0_1_0_0_01.png,train,1,s0002,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0002/s0002_01053_0_0_1_0_0_01.png
s0017_01552_1_0_1_0_1_01.png,test,1,s0017,1,0,0,1,01,data/raw/mrlEyes_2018_01/s0017/s0017_01552_1_0_1_0_1_01.png
s0020_00117_0_0_1_0_1_01.png,train,1,s0020,0,0,0,1,01,data/raw/mrlEyes_2018_01/s0020/s0020_00117_0_0_1_0_1_01.png
s0021_00038_0_0_0_0_0_01.png,train,0,s0021,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0021/s0021_00038_0_0_0_0_0_01.png
s0030_00171_0_0_0_0_0_01.png,val,0,s0030,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0030/s0030_00171_0_0_0_0_0_01.png
s0027_00016_0_0_0_0_1_01.png,val,0,s0027,0,0,0,1,01,data/raw/mrlEyes_2018_01/s0027/s0027_00016_0_0_0_0_1_01.png
s0003_00290_0_0_0_0_0_01.png,test,0,s0003,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0003/s0003_00290_0_0_0_0_0_01.png
s0031_01369_1_0_1_1_1_02.png,train,1,s0031,1,0,1,1,02,data/raw/mrlEyes_2018_01/s0031/s0031_01369_1_0_1_1_1_02.png
s0001_01143_0_1_0_2_0_01.png,val,0,s0001,0,1,2,0,01,data/raw/mrlEyes_2018_01/s0001/s0001_01143_0_1_0_2_0_01.png
s0026_01006_0_0_1_0_0_01.png,val,1,s0026,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0026/s0026_01006_0_0_1_0_0_01.png
s0025_01368_0_0_1_0_1_01.png,train,1,s0025,0,0,0,1,01,data/raw/mrlEyes_2018_01/s0025/s0025_01368_0_0_1_0_1_01.png
s0002_01061_0_0_1_0_0_01.png,train,1,s0002,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0002/s0002_01061_0_0_1_0_0_01.png
s0008_00706_0_1_0_0_0_01.png,train,0,s0008,0,1,0,0,01,data/raw/mrlEyes_2018_01/s0008/s0008_00706_0_1_0_0_0_01.png
s0027_00632_0_1_1_2_0_01.png,val,1,s0027,0,1,2,0,01,data/raw/mrlEyes_2018_01/s0027/s0027_00632_0_1_1_2_0_01.png
s0037_04959_1_1_0_0_0_01.png,train,0,s0037,1,1,0,0,01,data/raw/mrlEyes_2018_01/s0037/s0037_04959_1_1_0_0_0_01.png
s0014_08149_0_0_1_1_0_02.png,train,1,s0014,0,0,1,0,02,data/raw/mrlEyes_2018_01/s0014/s0014_08149_0_0_1_1_0_02.png
s0019_04214_0_0_1_0_0_01.png,train,1,s0019,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0019/s0019_04214_0_0_1_0_0_01.png
s0009_00375_0_0_1_0_0_01.png,test,1,s0009,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0009/s0009_00375_0_0_1_0_0_01.png
s0015_00972_0_0_1_0_1_01.png,test,1,s0015,0,0,0,1,01,data/raw/mrlEyes_2018_01/s0015/s0015_00972_0_0_1_0_1_01.png
s0014_06151_0_0_1_0_0_01.png,train,1,s0014,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0014/s0014_06151_0_0_1_0_0_01.png
s0021_00119_0_1_0_0_0_01.png,train,0,s0021,0,1,0,0,01,data/raw/mrlEyes_2018_01/s0021/s0021_00119_0_1_0_0_0_01.png
s0006_00115_0_1_0_0_0_01.png,train,0,s0006,0,1,0,0,01,data/raw/mrlEyes_2018_01/s0006/s0006_00115_0_1_0_0_0_01.png
s0005_00460_0_0_0_0_0_01.png,val,0,s0005,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0005/s0005_00460_0_0_0_0_0_01.png
s0014_07767_0_0_1_1_1_02.png,train,1,s0014,0,0,1,1,02,data/raw/mrlEyes_2018_01/s0014/s0014_07767_0_0_1_1_1_02.png
s0029_01344_0_0_1_0_1_01.png,train,1,s0029,0,0,0,1,01,data/raw/mrlEyes_2018_01/s0029/s0029_01344_0_0_1_0_1_01.png
s0024_00096_0_1_0_2_0_01.png,train,0,s0024,0,1,2,0,01,data/raw/mrlEyes_2018_01/s0024/s0024_00096_0_1_0_2_0_01.png
s0033_00078_0_0_0_0_1_01.png,test,0,s0033,0,0,0,1,01,data/raw/mrlEyes_2018_01/s0033/s0033_00078_0_0_0_0_1_01.png
s0025_00113_0_0_0_0_0_01.png,train,0,s0025,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0025/s0025_00113_0_0_0_0_0_01.png
s0004_01012_0_0_0_0_0_01.png,val,0,s0004,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0004/s0004_01012_0_0_0_0_0_01.png
s0009_00003_0_0_0_0_0_01.png,test,0,s0009,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0009/s0009_00003_0_0_0_0_0_01.png
s0002_01046_0_0_1_0_0_01.png,train,1,s0002,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0002/s0002_01046_0_0_1_0_0_01.png
s0001_01253_0_1_0_2_1_01.png,val,0,s0001,0,1,2,1,01,data/raw/mrlEyes_2018_01/s0001/s0001_01253_0_1_0_2_1_01.png
s0014_00224_0_0_0_0_0_01.png,train,0,s0014,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0014/s0014_00224_0_0_0_0_0_01.png
s0014_02408_0_0_0_0_1_03.png,train,0,s0014,0,0,0,1,03,data/raw/mrlEyes_2018_01/s0014/s0014_02408_0_0_0_0_1_03.png
s0032_00009_0_1_0_2_1_02.png,test,0,s0032,0,1,2,1,02,data/raw/mrlEyes_2018_01/s0032/s0032_00009_0_1_0_2_1_02.png
s0018_04300_0_1_1_2_0_01.png,train,1,s0018,0,1,2,0,01,data/raw/mrlEyes_2018_01/s0018/s0018_04300_0_1_1_2_0_01.png
s0009_00343_0_0_0_0_0_01.png,test,0,s0009,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0009/s0009_00343_0_0_0_0_0_01.png
s0017_01343_1_0_1_0_0_01.png,test,1,s0017,1,0,0,0,01,data/raw/mrlEyes_2018_01/s0017/s0017_01343_1_0_1_0_0_01.png
s0013_03292_0_0_1_0_0_01.png,val,1,s0013,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0013/s0013_03292_0_0_1_0_0_01.png
s0029_00271_0_0_1_0_1_01.png,train,1,s0029,0,0,0,1,01,data/raw/mrlEyes_2018_01/s0029/s0029_00271_0_0_1_0_1_01.png
s0022_00129_0_0_1_0_1_01.png,train,1,s0022,0,0,0,1,01,data/raw/mrlEyes_2018_01/s0022/s0022_00129_0_0_1_0_1_01.png
s0010_00372_0_0_1_0_0_01.png,train,1,s0010,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0010/s0010_00372_0_0_1_0_0_01.png
s0029_00094_0_0_0_0_1_01.png,train,0,s0029,0,0,0,1,01,data/raw/mrlEyes_2018_01/s0029/s0029_00094_0_0_0_0_1_01.png
s0003_00597_0_0_1_0_0_01.png,test,1,s0003,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0003/s0003_00597_0_0_1_0_0_01.png
s0008_00084_0_1_0_0_0_01.png,train,0,s0008,0,1,0,0,01,data/raw/mrlEyes_2018_01/s0008/s0008_00084_0_1_0_0_0_01.png
s0013_00893_0_0_0_0_0_01.png,val,0,s0013,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0013/s0013_00893_0_0_0_0_0_01.png
s0031_00047_1_0_0_0_1_02.png,train,0,s0031,1,0,0,1,02,data/raw/mrlEyes_2018_01/s0031/s0031_00047_1_0_0_0_1_02.png
s0019_05860_0_0_1_0_0_01.png,train,1,s0019,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0019/s0019_05860_0_0_1_0_0_01.png
s0021_00278_0_0_1_0_0_01.png,train,1,s0021,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0021/s0021_00278_0_0_1_0_0_01.png
s0016_01764_1_0_1_0_1_01.png,test,1,s0016,1,0,0,1,01,data/raw/mrlEyes_2018_01/s0016/s0016_01764_1_0_1_0_1_01.png
s0005_00151_0_0_0_0_0_01.png,val,0,s0005,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0005/s0005_00151_0_0_0_0_0_01.png
s0030_00012_0_0_0_0_0_01.png,val,0,s0030,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0030/s0030_00012_0_0_0_0_0_01.png
s0012_02887_0_1_0_2_1_01.png,train,0,s0012,0,1,2,1,01,data/raw/mrlEyes_2018_01/s0012/s0012_02887_0_1_0_2_1_01.png
s0015_00949_0_0_1_0_1_01.png,test,1,s0015,0,0,0,1,01,data/raw/mrlEyes_2018_01/s0015/s0015_00949_0_0_1_0_1_01.png
s0021_00092_0_1_0_0_0_01.png,train,0,s0021,0,1,0,0,01,data/raw/mrlEyes_2018_01/s0021/s0021_00092_0_1_0_0_0_01.png
s0018_03930_0_0_1_0_1_01.png,train,1,s0018,0,0,0,1,01,data/raw/mrlEyes_2018_01/s0018/s0018_03930_0_0_1_0_1_01.png
s0003_00442_0_0_0_0_0_01.png,test,0,s0003,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0003/s0003_00442_0_0_0_0_0_01.png
s0037_03026_1_0_0_0_0_01.png,train,0,s0037,1,0,0,0,01,data/raw/mrlEyes_2018_01/s0037/s0037_03026_1_0_0_0_0_01.png
s0035_00007_0_1_0_1_1_02.png,train,0,s0035,0,1,1,1,02,data/raw/mrlEyes_2018_01/s0035/s0035_00007_0_1_0_1_1_02.png
s0012_04044_0_1_0_0_0_01.png,train,0,s0012,0,1,0,0,01,data/raw/mrlEyes_2018_01/s0012/s0012_04044_0_1_0_0_0_01.png
s0013_03326_0_0_1_0_0_01.png,val,1,s0013,0,0,0,0,01,data/raw/mrlEyes_2018_01/s0013/s0013_03326_0_0_1_0_0_01.png
