filename,split,eye_state,dft_high_freq_ratio,dft_radial_bin0,dft_radial_bin1,dft_radial_bin2,dft_radial_bin3,dft_radial_bin4,dft_radial_bin5,dft_radial_bin6,dft_radial_bin7,dct_compaction_k2,dct_compaction_k4,dct_compaction_k8,dct_compaction_k16,laplacian_variance,hough_found,hough_cx,hough_cy,hough_radius,hough_n_circles
s0025_00055_0_0_0_0_0_01.png,train,0,0.0007551233284175396,4009316864.0,1452250.375,165072.359375,72364.1640625,36997.04296875,19925.10546875,2979.56201171875,2995.730712890625,0.9834402866519987,0.9877400666325414,0.9979900879783404,0.999800043490751,33.437000036239624,0,0.0,0.0,0.0,0
s0029_00003_0_0_0_0_1_01.png,train,0,0.0015527100767940283,4856833536.0,2574793.25,391119.5625,164824.609375,99989.0859375,51201.265625,4549.78515625,3710.247802734375,0.9847595985517494,0.990346522478914,0.9977311684728638,0.9997624681501631,42.31751388311386,0,0.0,0.0,0.0,0
s0023_00251_0_0_1_0_1_01.png,train,1,0.0010466421954333782,5570393088.0,2075440.375,287324.59375,137127.9375,77455.21875,39032.78125,3173.885009765625,2466.389892578125,0.9804129025306314,0.988827738546115,0.9989536541743811,0.999809375585486,36.38642859458923,0,0.0,0.0,0.0,0
s0002_01036_0_0_1_0_0_01.png,train,1,0.0014028785517439246,3055104512.0,1077041.625,260597.515625,105245.0625,53941.078125,31425.57421875,5570.45458984375,3030.186279296875,0.9846281847142544,0.9962565228090038,0.9982154896644719,0.9992860634509728,89.19138693809509,0,0.0,0.0,0.0,0
s0022_00099_0_1_0_2_1_01.png,train,0,0.0030090187210589647,5176833024.0,6804985.5,796550.5,241629.96875,123601.5859375,59403.90234375,8920.8671875,7098.39892578125,0.9812090208069288,0.9841531924470089,0.9957688807741568,0.9987961796761048,136.72579097747803,1,18.5,34.5,7.300000190734863,1
s0022_00090_0_1_0_2_1_01.png,train,0,0.002217222237959504,5475302912.0,5416052.0,625180.0625,215322.796875,107903.078125,57291.51953125,9753.9931640625,7659.99658203125,0.9849819458477416,0.9881720021856417,0.9961613039930475,0.9989109881820777,140.4696023464203,0,0.0,0.0,0.0,0
s0024_00188_0_1_0_0_0_01.png,train,0,0.0012445548782125115,3107292416.0,1626176.375,191747.515625,75096.1015625,44039.578125,22261.8203125,3105.892822265625,2876.20263671875,0.9861673988455858,0.9926962156529126,0.9979068826336879,0.9996536779070041,32.51473593711853,0,0.0,0.0,0.0,0
s0016_01619_1_0_0_0_1_01.png,test,0,0.0010829247767105699,7984037888.0,4300591.5,447665.8125,140865.9375,63933.76171875,36978.0859375,13987.5712890625,10372.78125,0.9801503279711837,0.9862970382834704,0.9962322174621151,0.9992971714358786,182.54882431030273,0,0.0,0.0,0.0,0
s0037_09611_1_1_1_0_0_01.png,train,1,0.004103677812963724,3279202816.0,4255378.5,710247.625,272455.25,128725.6640625,71875.8671875,9197.32421875,6899.93505859375,0.9589247073417131,0.9806026970861974,0.9943291970805161,0.9985161204534309,125.54895251989365,0,0.0,0.0,0.0,0
s0031_00264_1_0_1_1_1_02.png,train,1,0.0016963048838078976,4657540096.0,4390965.0,481912.15625,89631.078125,30897.427734375,21291.087890625,8549.5234375,4387.64501953125,0.9844581630629761,0.9878063637998042,0.9962442487688218,0.9986682348207674,133.5480231642723,1,30.5,36.5,11.100000381469727,1
